"","ID","VARLABEL"
"733","PA007Q05TA","Agree: My child's progress is carefully monitored by the school."
"734","PA007Q06TA","Agree: My child's school provides regular and useful information on my child's progress."
"735","PA007Q07TA","Agree: My child's school does a good job in educating students."
"736","PA007Q09NA","Agree: My child's school provides an inviting atmosphere for parents to get involved."
"737","PA007Q11NA","Agree: My child's school provides effective communication between the school and families."
"738","PA007Q12NA","Agree: My child's school involves parents in the school's decision-making process."
"739","PA007Q13NA","Agree: My child's school offers parent education [...] or family support programmes [...]"
"740","PA007Q14NA","Agree: My child's school informs families about how to help students with homework and other school-related activities."
"741","PA007Q15NA","Agree: My child's school cooperates with <community services> to strengthen school programmes and student development."
"742","PA005Q01TA","Which of the following statements best describes the schooling available to students in your location?"
"743","PA006Q01TA","Importance for choosing a school: The school is at a short distance to home."
"744","PA006Q02TA","Importance for choosing a school: The school has a good reputation."
"745","PA006Q03TA","Importance for choosing a school: The school offers particular courses or school subjects."
"746","PA006Q04TA","Importance for choosing a school: The school adheres to a particular <religious philosophy>."
"747","PA006Q05TA","Importance for choosing a school: The school has a particular approach to <pedagogy/didactics, e.g. example>."
"748","PA006Q06TA","Importance for choosing a school: Other family members attended the school."
"749","PA006Q07TA","Importance for choosing a school: Expenses are low (e.g. tuition, books, room and board)."
"750","PA006Q08TA","Importance for choosing a school: The school has financial aid available, such as a school loan, scholarship, or grant."
"751","PA006Q09TA","Importance for choosing a school: The school has an active and pleasant school climate."
"752","PA006Q10TA","Importance for choosing a school: The academic achievements of students in the school are high."
"753","PA006Q11TA","Importance for choosing a school: There is a safe school environment."
"754","PA006Q12HA","Importance for choosing a school: The school has an international student body."
"755","PA006Q13HA","Importance for choosing a school: The school offers exchange programmes with schools in other countries."
"756","PA006Q14HA","Importance for choosing a school: The school has a focus on foreign language instruction."
"757","PA158Q01HA","Statements about reading? I read only if I have to"
"758","PA158Q02IA","Statements about reading? Reading is one of my favourite hobbies"
"759","PA158Q03HA","Statements about reading? I like talking about books with other people"
"760","PA158Q04IA","Statements about reading? For me, reading is a waste of time"
"761","PA158Q05HA","Statements about reading? I read only to get information that I need"
"762","PA159Q01HA","About how much time do you usually spend reading for enjoyment?"
"763","PA160Q01HA","How often do you read these types of texts because you want to? Magazines"
"764","PA160Q02HA","How often do you read these types of texts because you want to? Comic books"
"765","PA160Q03HA","How often do you read these types of texts because you want to? Fiction (novels, narratives, stories)"
"766","PA160Q04HA","How often do you read these types of texts because you want to? Non-fiction books (informational, documentary)"
"767","PA160Q05HA","How often do you read these types of texts because you want to? Newspapers"
"768","PA161Q01HA","How often are you involved in reading activities: Reading emails"
"769","PA161Q02HA","How often are you involved in reading activities: <Chat on line> (e.g. <Whatsapp> , <Messenger>)"
"770","PA161Q03HA","How often are you involved in reading activities: Reading online news"
"771","PA161Q05HA","How often are you involved in reading activities: Searching information online to learn about a particular topic"
"772","PA161Q06HA","How often are you involved in reading activities: Taking part in online group discussions or forums"
"773","PA161Q07HA","How often are you involved in reading activities: Searching for practical information online [...]"
"774","PA162Q01HA","Which of the following statements best describes how you read books (on any topic)?"
"775","PA163Q01HA","Which of the following statements best describes how you read the news (e.g. politics, culture, sport, local news)?"
"776","PA166Q01HA","How many languages, including the language(s) you speak at home, do you speak well enough to converse with others?"
"777","PA167Q02HA","Agree: Immigrant children should have the same opportunities for education that other children in the country have."
"778","PA167Q03HA","Agree: Immigrants who live in a country for several years should have the opportunity to vote in elections."
"779","PA167Q04HA","Agree: Immigrants should have the opportunity to continue their own customs and lifestyle."
"780","PA167Q05HA","Agree: Immigrants should have all the same rights that everyone else in the country has."
"781","PA168Q01HA","How well does the following describe you: I want to learn how people live in different countries."
"782","PA168Q02HA","How well does the following describe you: I want to learn more about the religions of the world."
"783","PA168Q03HA","How well does the following describe you: I am interested in how people from various cultures see the world."
"784","PA168Q06HA","How well does the following describe you: I am interested in finding out about the traditions of other cultures."
"785","PA169Q01HA","How interested are you in the following issues? Political or social issues in your country"
"786","PA169Q02HA","How interested are you in the following issues? Political or social issues in other countries"
"787","PA169Q03HA","How interested are you in the following issues? Environmental issues in your country"
"788","PA169Q04HA","How interested are you in the following issues? Environmental issues in other countries"
"789","PA169Q05HA","How interested are you in the following issues? History, culture and arts of your country"
"790","PA169Q06HA","How interested are you in the following issues? History, culture and arts of other countries"
"791","PA170Q01HA","How informed are you about the following topics?Climate change and global warming"
"792","PA170Q02HA","How informed are you about the following topics?Global health (e.g. epidemics)"
"793","PA170Q04HA","How informed are you about the following topics?Migration (movement of people)"
"794","PA170Q07HA","How informed are you about the following topics?International conflicts"
"795","PA170Q08HA","How informed are you about the following topics?Hunger or malnutrition in different parts of the world"
"796","PA170Q09HA","How informed are you about the following topics?Causes of poverty"
"797","PA170Q12HA","How informed are you about the following topics?Equality between men and women in different parts of the world"
"798","PA171Q01HA","Involved in: I reduce the energy I use at home [...] to protect the environment."
"799","PA171Q03HA","Involved in: I choose certain products for ethical or environmental reasons, even if they are a bit more expensive."
"800","PA171Q04HA","Involved in: I sign environmental or social petitions online."
"801","PA171Q05HA","Involved in: I keep myself informed about world events instantly via <Twitter> or <Facebook>."
"802","PA171Q06HA","Involved in: I boycott products or companies for political, ethical or environmental reasons."
"803","PA171Q08HA","Involved in: I participate in activities promoting equality between men and women."
"804","PA171Q09HA","Involved in: I participate in activities in favour of environmental protection."
"805","PA171Q10HA","Involved in: I regularly read websites on international social issues (e.g. poverty, human rights)."
"806","PA172Q01WA","Which of the following do you expect your child to complete? [ISCED level 2]"
"807","PA172Q02WA","Which of the following do you expect your child to complete? [ISCED level 3B or C]"
"808","PA172Q03WA","Which of the following do you expect your child to complete? [ISCED level 3A]"
"809","PA172Q04WA","Which of the following do you expect your child to complete? [ISCED level 4]"
"810","PA172Q05WA","Which of the following do you expect your child to complete? [ISCED level 5B]"
"811","PA172Q06WA","Which of the following do you expect your child to complete? [ISCED level 5A or 6]"
"812","PA018Q01NA","Child regularly attended prior to <grade 1 in ISCED 1>: Supervision and care [...]"
"813","PA018Q02NA","Child regularly attended prior to <grade 1 in ISCED 1>: Early childhood educational development [...]"
"814","PA018Q03NA","Child regularly attended prior to <grade 1 in ISCED 1>: Pre-primary education [...]"
"815","PA177Q01HA","Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Up to age 1"
"816","PA177Q02HA","Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Age 1"
"817","PA177Q03HA","Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Age 2"
"818","PA177Q04HA","Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Age 3"
"819","PA177Q05HA","Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Age 4"
"820","PA177Q06HA","Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Age 5"
"821","PA177Q07HA","Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Age 6"
"822","PA177Q08HA","Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Age 7"
"823","PA180Q01HA","What was the most important reason why your child attended an [early childhood education and care arrangement]?"
"824","PA182Q01HA","Hours per week child attended a <early childhood education and care arrangement> at the age of three years"
"825","PA175Q01HA","Did your child attend the following additional instructions during [ISCED 1]? [Enrichment lessons] in [test language]"
"826","PA175Q02HA","Did your child attend the following additional instructions during [ISCED 1]? [Remedial lessons] in [test language]"
"827","PA041Q01TA","In the last twelve months, about how much would you have paid to educational providers for services?"
"828","PA042Q01TA","What is your annual household income?"
"829","EFFORT1","How much effort did you put into this test?"
"830","EFFORT2","How much effort would you have invested?"
"831","OCOD1","ISCO-08 Occupation code - Mother"
"832","OCOD2","ISCO-08 Occupation code - Father"
"833","OCOD3","ISCO-08 Occupation code - Self"
"834","GRADE","Grade compared to modal grade in country"
"835","AGE","Age"
"836","PROGN","Unique national study programme code"
"837","COBN_S","Country of Birth National Categories- Self"
"838","COBN_M","Country of Birth National Categories- Mother"
"839","COBN_F","Country of Birth National Categories- Father"
"840","LANGN","Language at home (3-digit code)"
"841","ISCEDL","ISCED level"
"842","ISCEDD","ISCED designation"
"843","ISCEDO","ISCED orientation"
"844","MISCED","Mothers Education (ISCED)"
"845","FISCED","Fathers Education (ISCED)"
"846","HISCED","Highest Education of parents (ISCED)"
"847","PARED","Index highest parental education in years of schooling"
"848","MISCED_D","Mothers Education - alternate definition (ISCED)"
"849","FISCED_D","Fathers Education - alternate definition (ISCED)"
"850","HISCED_D","Highest Education of parents - alternate definition (ISCED)"
"851","PAREDINT","Index highest parental education (international years of schooling scale)"
"852","BMMJ1","ISEI of mother"
"853","BFMJ2","ISEI of father"
"854","HISEI","Index highest parental occupational status"
"855","LANGMOTHER","Language spoken with their mother for students who do not speak the test language at home"
"856","LANGFATHER","Language spoken with their father for students who do not speak the test language at home"
"857","LANGSIBLINGS","Language spoken with their brother(s) and/or sister(s) for students who do not speak the test language at home"
"858","LANGFRIEND","Language spoken with their best friend for students who do not speak the test language at home"
"859","LANGSCHMATES","Language spoken with their school mates for students who do not speak the test language at home"
"860","IMMIG","Index Immigration status"
"861","DURECEC","Duration in early childhood education and care"
"862","REPEAT","Grade Repetition"
"863","BSMJ","Students expected occupational status (SEI)"
"864","MMINS","Learning time (minutes per week) - <Mathematics>"
"865","LMINS","Learning time (minutes per week) - <test language>"
"866","SMINS","Learning time (minutes per week) - <science>"
"867","TMINS","Learning time (minutes per week) - in total"
"868","FCFMLRTY","Familiarity with concepts of finance (Sum)"
"869","SCCHANGE","Number of school changes"
"870","CHANGE","Number of changes in educational biography (Sum)"
"871","STUBMI","Body mass index of student"
"872","ESCS","Index of economic, social and cultural status"
"873","UNDREM","Meta-cognition: understanding and remembering"
"874","METASUM","Meta-cognition: summarising"
"875","METASPAM","Meta-cognition: assess credibility"
"876","ICTHOME","ICT available at home"
"877","ICTSCH","ICT available at school"
"878","HOMEPOS","Home possessions (WLE)"
"879","CULTPOSS","Cultural possessions at home (WLE)"
"880","HEDRES","Home educational resources (WLE)"
"881","WEALTH","Family wealth (WLE)"
"882","ICTRES","ICT resources (WLE)"
"883","DISCLIMA","Disciplinary climate in test language lessons (WLE)"
"884","TEACHSUP","Teacher support in test language lessons (WLE)"
"885","DIRINS","Teacher-directed instruction (WLE)"
"886","PERFEED","Perceived feedback (WLE)"
"887","EMOSUPS","Parents' emotional support perceived by student (WLE)"
"888","STIMREAD","Teacher's stimulation of reading engagement perceived by student (WLE)"
"889","ADAPTIVITY","Adaptation of instruction (WLE)"
"890","TEACHINT","Perceived teacher's interest (WLE)"
"891","JOYREAD","Joy/Like reading (WLE)"
"892","SCREADCOMP","Self-concept of reading: Perception of competence (WLE)"
"893","SCREADDIFF","Self-concept of reading: Perception of difficulty (WLE)"
"894","PISADIFF","Perception of difficulty of the PISA test (WLE)"
"895","PERCOMP","Perception of competitiveness at school (WLE)"
"896","PERCOOP","Perception of cooperation at school (WLE)"
"897","ATTLNACT","Attitude towards school: learning activities (WLE)"
"898","COMPETE","Competitiveness (WLE)"
"899","WORKMAST","Work mastery (WLE)"
"900","GFOFAIL","General fear of failure (WLE)"
"901","EUDMO","Eudaemonia: meaning in life (WLE)"
"902","SWBP","Subjective well-being: Positive affect (WLE)"
"903","RESILIENCE","Resilience (WLE)"
"904","MASTGOAL","Mastery goal orientation (WLE)"
"905","GCSELFEFF","Self-efficacy regarding global issues (WLE)"
"906","GCAWARE","Student's awareness of global issues (WLE)"
"907","ATTIMM","Student's attitudes towards immigrants (WLE)"
"908","INTCULT","Student's interest in learning about other cultures (WLE)"
"909","PERSPECT","Perspective-taking (WLE)"
"910","COGFLEX","Cognitive flexibility/adaptability (WLE)"
"911","RESPECT","Respect for people from other cultures (WLE)"
"912","AWACOM","Awareness of intercultural communication (WLE)"
"913","GLOBMIND","Global-mindedness (WLE)"
"914","DISCRIM","Discriminating school climate (WLE)"
"915","BELONG","Subjective well-being: Sense of belonging to school (WLE)"
"916","BEINGBULLIED","Student's experience of being bullied (WLE)"
"917","ENTUSE","ICT use outside of school (leisure) (WLE)"
"918","HOMESCH","Use of ICT outside of school (for school work activities) (WLE)"
"919","USESCH","Use of ICT at school in general (WLE)"
"920","INTICT","Interest in ICT (WLE)"
"921","COMPICT","Perceived ICT competence (WLE)"
"922","AUTICT","Perceived autonomy related to ICT use (WLE)"
"923","SOIAICT","ICT as a topic in social interaction (WLE)"
"924","ICTCLASS","Subject-related ICT use during lessons (WLE)"
"925","ICTOUTSIDE","Subject-related ICT use outside of lessons (WLE)"
"926","INFOCAR","Information about careers (WLE)"
"927","INFOJOB1","Information about the labour market provided by the school (WLE)"
"928","INFOJOB2","Information about the labour market provided outside of school (WLE)"
"929","FLCONFIN","Confidence about financial matters (WLE)"
"930","FLCONICT","Confidence about financial matters using digital devices (WLE)"
"931","FLSCHOOL","Financial education in school lessons (WLE)"
"932","FLFAMILY","Parental involvement in matters of Financial Literacy (WLE)"
"933","CURSUPP","Current parental support for learning at home (WLE)"
"934","EMOSUPP","Parents' emotional support (WLE)"
"935","PQSCHOOL","Parents' perceived school quality (WLE)"
"936","PASCHPOL","School policies for parental involvement (WLE)"
"937","PRESUPP","Previous parental support for learning at home (WLE)"
"938","JOYREADP","Parents enjoyment of reading (WLE)"
"939","ATTIMMP","Parents' attitudes towards immigrants (WLE)"
"940","INTCULTP","Parents' interest in learning about other cultures (WLE)"
"941","GCAWAREP","Parents' awareness of global issues (WLE)"
"942","BODYIMA","Body image (WLE)"
"943","SOCONPA","Social Connections: Parents (WLE)"
"944","W_FSTUWT","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT WEIGHT"
"945","W_FSTURWT1","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 1"
"946","W_FSTURWT2","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 2"
"947","W_FSTURWT3","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 3"
"948","W_FSTURWT4","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 4"
"949","W_FSTURWT5","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 5"
"950","W_FSTURWT6","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 6"
"951","W_FSTURWT7","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 7"
"952","W_FSTURWT8","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 8"
"953","W_FSTURWT9","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 9"
"954","W_FSTURWT10","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 10"
"955","W_FSTURWT11","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 11"
"956","W_FSTURWT12","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 12"
"957","W_FSTURWT13","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 13"
"958","W_FSTURWT14","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 14"
"959","W_FSTURWT15","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 15"
"960","W_FSTURWT16","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 16"
"961","W_FSTURWT17","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 17"
"962","W_FSTURWT18","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 18"
"963","W_FSTURWT19","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 19"
"964","W_FSTURWT20","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 20"
"965","W_FSTURWT21","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 21"
"966","W_FSTURWT22","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 22"
"967","W_FSTURWT23","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 23"
"968","W_FSTURWT24","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 24"
"969","W_FSTURWT25","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 25"
"970","W_FSTURWT26","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 26"
"971","W_FSTURWT27","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 27"
"972","W_FSTURWT28","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 28"
"973","W_FSTURWT29","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 29"
"974","W_FSTURWT30","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 30"
"975","W_FSTURWT31","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 31"
"976","W_FSTURWT32","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 32"
"977","W_FSTURWT33","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 33"
"978","W_FSTURWT34","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 34"
"979","W_FSTURWT35","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 35"
"980","W_FSTURWT36","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 36"
"981","W_FSTURWT37","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 37"
"982","W_FSTURWT38","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 38"
"983","W_FSTURWT39","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 39"
"984","W_FSTURWT40","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 40"
"985","W_FSTURWT41","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 41"
"986","W_FSTURWT42","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 42"
"987","W_FSTURWT43","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 43"
"988","W_FSTURWT44","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 44"
"989","W_FSTURWT45","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 45"
"990","W_FSTURWT46","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 46"
"991","W_FSTURWT47","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 47"
"992","W_FSTURWT48","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 48"
"993","W_FSTURWT49","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 49"
"994","W_FSTURWT50","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 50"
"995","W_FSTURWT51","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 51"
"996","W_FSTURWT52","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 52"
"997","W_FSTURWT53","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 53"
"998","W_FSTURWT54","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 54"
"999","W_FSTURWT55","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 55"
"1000","W_FSTURWT56","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 56"
"1001","W_FSTURWT57","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 57"
"1002","W_FSTURWT58","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 58"
"1003","W_FSTURWT59","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 59"
"1004","W_FSTURWT60","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 60"
"1005","W_FSTURWT61","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 61"
"1006","W_FSTURWT62","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 62"
"1007","W_FSTURWT63","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 63"
"1008","W_FSTURWT64","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 64"
"1009","W_FSTURWT65","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 65"
"1010","W_FSTURWT66","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 66"
"1011","W_FSTURWT67","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 67"
"1012","W_FSTURWT68","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 68"
"1013","W_FSTURWT69","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 69"
"1014","W_FSTURWT70","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 70"
"1015","W_FSTURWT71","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 71"
"1016","W_FSTURWT72","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 72"
"1017","W_FSTURWT73","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 73"
"1018","W_FSTURWT74","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 74"
"1019","W_FSTURWT75","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 75"
"1020","W_FSTURWT76","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 76"
"1021","W_FSTURWT77","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 77"
"1022","W_FSTURWT78","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 78"
"1023","W_FSTURWT79","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 79"
"1024","W_FSTURWT80","FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 80"
"1025","UNIT","REP_BWGT: RANDOMLY ASSIGNED UNIT NUMBER"
"1026","WVARSTRR","RANDOMIZED FINAL VARIANCE STRATUM (1-80)"
"1027","PV1MATH","Plausible Value 1 in Mathematics"
"1028","PV2MATH","Plausible Value 2 in Mathematics"
"1029","PV3MATH","Plausible Value 3 in Mathematics"
"1030","PV4MATH","Plausible Value 4 in Mathematics"
"1031","PV5MATH","Plausible Value 5 in Mathematics"
"1032","PV6MATH","Plausible Value 6 in Mathematics"
"1033","PV7MATH","Plausible Value 7 in Mathematics"
"1034","PV8MATH","Plausible Value 8 in Mathematics"
"1035","PV9MATH","Plausible Value 9 in Mathematics"
"1036","PV10MATH","Plausible Value 10 in Mathematics"
"1037","PV1READ","Plausible Value 1 in Reading"
"1038","PV2READ","Plausible Value 2 in Reading"
"1039","PV3READ","Plausible Value 3 in Reading"
"1040","PV4READ","Plausible Value 4 in Reading"
"1041","PV5READ","Plausible Value 5 in Reading"
"1042","PV6READ","Plausible Value 6 in Reading"
"1043","PV7READ","Plausible Value 7 in Reading"
"1044","PV8READ","Plausible Value 8 in Reading"
"1045","PV9READ","Plausible Value 9 in Reading"
"1046","PV10READ","Plausible Value 10 in Reading"
"1047","PV1SCIE","Plausible Value 1 in Science"
"1048","PV2SCIE","Plausible Value 2 in Science"
"1049","PV3SCIE","Plausible Value 3 in Science"
"1050","PV4SCIE","Plausible Value 4 in Science"
"1051","PV5SCIE","Plausible Value 5 in Science"
"1052","PV6SCIE","Plausible Value 6 in Science"
"1053","PV7SCIE","Plausible Value 7 in Science"
"1054","PV8SCIE","Plausible Value 8 in Science"
"1055","PV9SCIE","Plausible Value 9 in Science"
"1056","PV10SCIE","Plausible Value 10 in Science"
"1057","PV1GLCM","Plausible Value 1 in Global Competency"
"1058","PV2GLCM","Plausible Value 2 in Global Competency"
"1059","PV3GLCM","Plausible Value 3 in Global Competency"
"1060","PV4GLCM","Plausible Value 4 in Global Competency"
"1061","PV5GLCM","Plausible Value 5 in Global Competency"
"1062","PV6GLCM","Plausible Value 6 in Global Competency"
"1063","PV7GLCM","Plausible Value 7 in Global Competency"
"1064","PV8GLCM","Plausible Value 8 in Global Competency"
"1065","PV9GLCM","Plausible Value 9 in Global Competency"
"1066","PV10GLCM","Plausible Value 10 in Global Competency"
"1067","PV1RCLI","Plausible Value 1 in Cognitive Process Subscale of Reading - Locate Information"
"1068","PV2RCLI","Plausible Value 2 in Cognitive Process Subscale of Reading - Locate Information"
"1069","PV3RCLI","Plausible Value 3 in Cognitive Process Subscale of Reading - Locate Information"
"1070","PV4RCLI","Plausible Value 4 in Cognitive Process Subscale of Reading - Locate Information"
"1071","PV5RCLI","Plausible Value 5 in Cognitive Process Subscale of Reading - Locate Information"
"1072","PV6RCLI","Plausible Value 6 in Cognitive Process Subscale of Reading - Locate Information"
"1073","PV7RCLI","Plausible Value 7 in Cognitive Process Subscale of Reading - Locate Information"
"1074","PV8RCLI","Plausible Value 8 in Cognitive Process Subscale of Reading - Locate Information"
"1075","PV9RCLI","Plausible Value 9 in Cognitive Process Subscale of Reading - Locate Information"
"1076","PV10RCLI","Plausible Value 10 in Cognitive Process Subscale of Reading - Locate Information"
"1077","PV1RCUN","Plausible Value 1 in Cognitive Process Subscale of Reading - Understand"
"1078","PV2RCUN","Plausible Value 2 in Cognitive Process Subscale of Reading - Understand"
